id,salary
1754,25411.94447529763
1756,15601.255534216963
1758,31276.573082192965
1763,21669.50171727298
1768,15301.687663354762
1772,32030.088608028585
1776,29180.50680916581
1780,15998.194943045271
1781,32105.500046780147
1786,23215.56348960802
1788,29749.90069722833
1790,33750.41609300849
1792,17627.485115574003
1793,53134.73374397658
1794,23226.692802990045
1797,32726.824896641672
1800,24943.56971848535
1802,26326.162520016016
1807,59166.440171123206
1813,24674.002996311523
1818,36272.04490143097
1819,19888.61580699274
1821,66162.67443751023
1826,22181.948655133056
1827,28555.962998632687
1830,15138.244628000139
1831,17360.696579253836
1834,22527.98711829001
1835,25037.695369041623
1836,17968.322178366732
1844,29190.598125961616
1847,35266.54109343597
1848,26427.3343851339
1849,22426.582679760824
1870,46478.82534950773
1871,21109.14794960861
1877,39096.02810535389
1878,23352.31737343126
1886,31737.42569717532
1887,65266.38695120866
1889,82448.98177695648
1891,21869.194344486154
1892,91648.40209464743
1900,22774.920190248296
1901,19675.76893721662
1905,36805.53051608929
1914,63901.6607532109
1916,31127.1325962617
1922,22951.042888348587
1927,33668.25448226096
1929,33257.12617138867
1931,45950.35154824205
1933,35870.12909078848
1934,16982.23859714224
1937,28884.53711251308
1938,24380.832861230345
1941,63993.924969489104
1943,22121.664993928676
1949,48302.76306624932
1951,32078.87254402829
1953,84789.83912391536
1962,30204.103834042653
1964,51663.33822692065
1970,39932.79352998111
1974,32328.842798285903
1976,28612.29377215194
1977,59377.55304997985
1981,22014.31818262396
1983,32290.683532026513
1987,12758.268997556635
1989,86904.58956306844
1994,50651.06134646141
1995,31683.58890905379
1997,26705.732145863698
2006,44761.219181275446
2018,29919.885670727483
2022,21306.23398836476
2026,41186.07998737594
2027,25891.309589961576
2030,26178.138825816106
2031,26928.166979324258
2032,37590.37907143181
2034,16893.352174679607
2036,17941.533234355462
2037,27720.788394709973
2038,26672.41729460168
2042,26483.24185214309
2043,23767.843908164377
2045,29361.970870634264
2051,24040.82980862674
2054,36241.450888472515
2057,31107.753351175226
2059,79885.76039131514
2062,46925.240936940456
2068,23387.106120361972
2074,33975.48029566604
2076,33115.16430763924
2085,64339.56949797172
2086,40760.88935263675
2088,33381.460496715554
2090,34898.56115866304
2095,13620.765800884426
2102,28295.881208715895
2106,35129.50727662004
2109,21483.33901376739
2111,17972.972203202087
2113,17390.2710378048
2124,31740.046273694832
2129,40466.19761128388
2130,30120.92779170518
2133,33538.68170627974
2140,28500.80285009336
2141,32940.23032895307
2145,52047.32130969454
2146,16276.129940288178
2147,62539.53141704103
2148,62140.88376038974
2152,33147.76869754821
2153,33710.22920734698
2157,30042.340670150767
2158,31607.847516971546
2162,69255.99024060243
2163,21135.474971446176
2165,27862.306425797906
2166,39953.87338436634
2170,14770.451870076928
2173,48181.21840530529
2185,20892.361408682867
2188,22890.699761894924
2190,41693.95208168062
2193,53504.796638613385
2196,28487.510420667186
2199,37666.80468072138
2201,19126.216011318178
2202,63376.78796502612
2205,27563.66654882957
2206,26950.411979677967
2208,60461.14488187978
2212,38718.55599977258
2215,29853.545396967605
2222,17052.779274873432
2226,57166.55892929579
2229,55871.84411143571
2230,26449.995263154844
2231,25579.814796826242
2232,21182.883218946266
2236,21900.5838942093
2238,42041.29141875841
2248,18358.701011123187
2249,17807.76586850704
2251,23321.217272447957
2252,16835.482594205096
2253,26618.27054277675
2259,24251.145834215808
2264,45222.209977744904
2268,39676.960878597056
2275,40394.34317928454
2283,25331.333379774656
2284,56033.865164991395
2287,19838.891599868104
2288,32494.716293149188
2290,25445.47505387765
2296,24474.79872875011
2298,32394.905869309212
2299,24598.481768116126
2302,58682.03027990734
2306,32998.971176728905
2307,19461.30522739693
2310,18628.954741794405
2317,16329.385809358628
2321,27286.27484422803
2322,25537.613969994734
2324,29027.212793522012
2325,29496.1362875962
2327,20750.8209623832
2331,57940.46541710278
2334,85002.30345769353
2335,27458.709573056898
2336,23140.817026408185
2338,27206.189017475233
2340,72643.97492549392
2341,23339.896817200377
2343,22420.69043384718
2344,28594.601434008113
2347,26612.937277649657
2349,15583.18116401875
2351,61112.23887104701
2354,36401.195586733345
2358,13735.970354568351
2362,28893.312838767444
2363,38154.16599894156
2364,36438.04229497904
2367,35100.14165091217
2368,27191.55291651276
2374,27075.12811563462
2375,63109.21097210937
2379,28707.21973593716
2381,28964.95686498265
2384,16940.802358927678
2386,49471.48934809251
2388,30351.75985904921
2389,34282.55326186273
2393,31348.163394320494
2394,90943.75093651161
2409,52075.0269809874
2415,52979.88838412588
2421,23774.22049853737
2424,19941.697511266342
2425,67298.35837751642
2428,18563.93008717186
2432,32749.344862668517
2434,28529.455059947442
2448,23832.39556328759
2449,38697.03211480699
2450,35264.10055893869
2455,36804.45465377322
2459,26614.571878598977
2464,16351.690376845636
2466,34144.09353101092
2467,74993.4053819532
2468,36429.92190663908
2475,29557.57285379027
2483,29670.14225464253
2485,17128.37617278655
2492,20913.223914968745
2493,25896.74168688259
2494,27892.593271959206
2495,20942.361362461394
2498,51174.48470416666
2500,24392.876399358785
2501,63516.49994657481
2502,126609.9015952152
2503,16155.241019073683
2504,31092.022300776527
2508,44661.307969794434
2511,96326.98507571951
2512,36969.66231557879
2522,39245.46542338727
2527,34511.6742849961
2532,18769.214234175914
2534,15065.626514117714
2545,114734.88218006739
2548,62427.58399894663
2549,35503.89621443484
2553,30291.23245772844
2561,18134.48005126937
2562,33082.48417772235
2563,110518.0534637444
2574,49908.305590361415
2576,18690.351150499162
2579,37545.71345511533
2580,43664.72160419389
2583,28042.949424871706
2584,26353.83309841791
2586,66400.97380021054
2588,34084.86814442747
2604,60578.12313818717
2605,42629.65836004247
2613,17969.40586932736
2614,42259.58911793556
2619,55263.47762964589
2624,111568.55375903417
2626,49826.23130056481
2636,44246.974643807225
2640,36636.83949582683
2643,39354.14282161948
2649,23540.647367228597
2652,29867.821670427766
2666,39334.036794846834
2670,29065.821358822515
2675,29912.91496295862
2680,30431.600920046214
2685,58324.680737046685
2688,19588.53922007708
2690,45981.574873305195
2702,64578.47374413823
2704,21310.96569304972
2709,48308.098511343094
2712,26272.221058185856
2713,23190.937380991447
2715,51104.260338676424
2716,43816.25779343823
2721,23839.142650954156
2727,46077.118144275155
2733,17689.84247163229
2734,39190.2810636984
2735,54837.32025488067
2739,19904.210883311465
2740,34509.65826667286
2741,22615.698932573887
2744,28516.085459847
2748,15467.990138385487
2749,25168.547979348074
2761,44618.18483827986
2762,17193.359149606193
2764,44458.24191086663
2767,22801.396653574884
2771,23640.806597745555
2772,27601.27108436653
2784,28545.138141742427
2785,55798.47506700977
2786,31206.434327311606
2790,25870.573257402677
2791,107967.02654560492
2793,20169.809184004866
2798,58800.37144001445
2801,18734.41419166561
2806,21148.252963067804
2808,68751.26330808864
2814,34095.648362345404
2815,31070.215548392673
2823,18351.10272216759
2827,34265.816087620384
2833,43292.80099215144
2835,37338.54177370175
2839,75282.80075367307
2842,20575.16970491626
2846,27367.444809123645
2847,60853.25484058145
2848,19136.01932986123
2851,34003.48128371131
2852,62302.660007168444
2856,15689.718994010953
2857,30807.70375760327
2860,87069.78955242241
2862,37520.525810593404
2863,19075.699158215117
2870,27372.889264543446
2873,36497.17565275097
2877,40443.2655609709
2879,45410.9231481656
2880,33161.971410010985
2882,46052.70856455236
2887,53768.63235123757
2888,21219.83844146753
2889,50983.902751495465
2891,29570.09982552432
2894,28152.42822413367
2897,40586.22947720432
2902,17162.16197928168
2905,55590.38105621455
2908,61026.732625823526
2909,30558.439386488324
2911,16748.667749020286
2913,32307.33588182864
2914,38266.40697630838
2918,43181.91454477163
2922,34352.14329199683
2923,19262.871796396896
2934,22657.16277379413
2938,20654.641335492302
2940,32541.312820717292
2943,34657.99379814373
2944,24275.430673921648
2945,27748.1837432434
2954,30008.282036827906
2955,87418.61863512587
2958,32261.61983396631
2967,40871.96977134749
2969,21357.293149072975
2970,25810.748249103133
2971,63668.27795791892
2972,21673.415054249388
2973,33081.733137568874
2974,31532.533729038416
2977,22518.053594484583
2981,34965.81543040572
2984,17290.56555432514
2992,37654.92741814472
2997,34261.57236864662
2999,21088.397283032642
3000,23833.977039557136
3001,54816.88774686481
3008,58378.79107001834
3010,22489.98490127307
3012,39847.76409875091
3019,108965.10607248185
3022,108543.59386457056
3025,31605.797802189078
3026,29257.27570624149
3029,41240.188581118266
3036,33904.51853878983
3038,30619.232709913154
3050,43788.21492808104
3053,104260.23184671177
3054,47102.25585608438
3057,16870.187303381368
3058,29416.766432881028
3061,9144.91183180664
3063,24048.64442956702
3064,31954.553410530872
3065,27477.163127301385
3067,48892.43654500359
3068,41786.336663105525
3071,25354.746681919143
3075,52029.10821656759
3077,44176.049751671366
3082,18506.21630223478
3091,31693.8761769448
3094,36389.439984552875
3095,47054.40719295203
3099,39478.58080472431
3101,23133.1098305993
3103,25505.80218143692
3115,33675.79232077053
3117,59609.992265718916
3120,32112.61637372215
3124,72887.73155703882
3125,24141.441745769804
3129,31332.663464420097
3131,23161.451857525113
3132,39979.50532132097
3133,47778.69072535299
3140,21891.64757715322
3144,26330.89344194527
3151,17647.463769308517
3153,24127.9106595903
3157,26368.473438406472
3161,77532.42981953081
3167,30455.42133237929
3173,36846.94969323689
3177,22310.113192305176
3181,27768.878364137712
3185,37093.02675055989
3195,27174.55861922937
3199,24435.323141036824
3200,30309.39588246746
3202,24596.902245954854
3203,38777.29451960431
3208,69839.55485490261
3210,14526.360185530735
3213,23929.068517813597
3215,65099.56532808211
3220,42761.39704157603
3224,27150.043456346946
3228,47174.488425909134
3229,42140.51676883911
3231,84502.48539202717
3235,21070.77438935956
3240,38355.1232231259
3241,25256.49257675924
3242,22426.389361497
3254,23021.96607746553
3258,46286.59874300385
3259,22265.611580523146
3261,36292.254946757836
3262,23537.7005904987
3272,49100.074635728815
3275,21793.246467240333
3280,27364.176776731347
3287,15348.177008400142
3288,18639.747350630147
3292,71180.29455841948
3294,87414.71048692918
3296,19485.975819866693
3298,29286.880117321343
3305,33052.4693325274
3309,31668.353063320712
3311,46561.114075039266
3312,16881.624542181224
3316,50740.667280252455
3322,33917.901066146354
3323,25700.055711877034
3324,38298.70051498877
3328,37632.52977220471
3329,93784.37014296939
3332,19330.924140514446
3333,25986.68110762046
3338,43824.526687671896
3339,66867.69231019527
3342,78206.19943268423
3348,17846.73700321751
3349,29317.275932671997
3353,21395.6785678171
3355,78720.98001126858
3357,17887.85846990708
3365,26896.706184075752
3373,53593.49939419641
3380,31085.416582606995
3389,15779.449413262604
3393,75594.29027647809
3395,29110.179022561675
3396,101900.35479464363
3404,23364.37189246052
3405,17925.99149795717
3406,30751.267904433247
3407,44752.79340645657
3410,16294.394986647736
3412,102038.73308839904
3414,26567.087798131113
3416,29972.81402679073
3418,34690.9115649885
3419,22951.938975208985
3425,24366.926227048196
3426,17241.752915838635
3427,42110.22115066259
3428,26756.51006974953
3429,13824.15836468482
3431,26239.304351869003
3440,48112.70894063538
3441,23117.75278136489
3442,48358.35152605185
3443,25539.045693393484
3445,32087.753319378233
3448,26545.92887235238
3454,67207.03834891453
3457,18882.529754413867
3459,26465.321272659166
3462,17204.369091926237
3463,42909.56744841873
3465,35648.36544287479
3469,29167.123852567634
3472,46817.69914684376
3473,19888.26174249897
3478,43097.23332101808
3479,19350.918610359447
3481,37987.258541864016
3484,25345.860839375946
3486,17123.988469652337
3490,26365.695066173885
3491,55555.64634611634
3492,35060.67869713194
3496,28744.04985050697
3504,19738.592443426543
3505,43532.51797376051
3507,30110.49217417165
3509,27615.44251244796
3511,22313.649911688928
3518,34654.91197955764
3520,48748.82704075676
3521,61273.69514970924
3523,56029.03234055144
3525,23088.759074630492
3529,38331.283509460925
3536,30336.90680281672
3537,133665.50115845716
3538,29000.751568219886
3548,133461.09054100956
3549,27442.150718821234
3550,36204.82563725194
3551,25543.025782846184
3553,53897.125505246455
3557,23645.882593931976
3560,41539.5888750906
3565,54792.32852157328
3568,54273.961606973455
3578,22943.158191860013
3581,27837.75288583612
3585,35494.86292381952
3592,20443.836422242126
3596,29501.332239904015
3601,28059.37395775551
3610,33566.83740582699
3617,55561.13702708739
3618,52962.279853329805
3619,34763.31100962961
3620,28269.623123663932
3621,26532.580115793604
3628,70288.91487484248
3630,28434.78358905833
3632,83930.17314083104
3634,21760.475959288826
3636,31544.728710158455
3638,17813.896429039625
3639,26367.013982488384
3641,35471.21901802406
3643,34810.77672722
3644,21583.41832441421
3645,46625.35172744878
3646,57914.992924491366
3655,59610.92264265845
3656,20910.400919417516
3658,43706.29203179785
3665,33442.63152092509
3666,34443.942266742575
3667,42345.52051529409
3669,58054.96419123016
3673,14333.288660898022
3675,23546.58963386659
3676,23491.527106681064
3677,21248.785516628846
3680,36430.082577750094
3683,14060.593924651854
3684,38747.085360837234
3688,24674.871868193542
3689,29188.106524478237
3694,33521.216981827725
3701,13724.796132814394
3710,23885.48486098013
3711,32111.293486764313
3721,81684.26147873412
3731,33666.65309200224
3733,73329.9492044781
3735,34520.357691149635
3737,39765.541484677975
3738,48472.91994564536
3747,24971.9732980887
3749,24391.786616737656
3752,51406.56136263038
3753,40407.23685157919
3755,33162.76538365758
3758,24453.985849751578
3759,103379.44172252633
3761,51662.861433205384
3762,61169.73906468015
3775,31012.348767720898
3783,27216.595416794407
3786,21185.252275526498
3787,38326.973431286686
3788,44107.2553559741
3791,135528.8871553694
3792,37196.15533680057
3793,38741.26431008333
3795,42088.28930288731
3797,50128.214518961075
3798,30473.035954507268
3799,25534.060277979246
3803,29719.221319586497
3807,21228.728639822937
3810,19443.07288588536
3812,62894.936520304014
3814,30110.11691331875
3832,82055.18305598904
3833,42326.998046493005
3839,22674.586163602602
3842,39265.105810369365
3843,39048.02921429346
3850,25318.31250825687
3853,30982.052767302815
3855,47256.43231635114
3858,20699.37912159126
3860,25966.423252149267
3861,41612.49494956299
3865,22791.68316100274
3868,31532.643930958602
3873,20700.106557026793
3875,49444.83896211583
3882,15784.153522063672
3885,34163.668652415414
3887,34432.4047582936
3892,38608.31865906258
3895,22360.777688312217
3896,28538.825458049134
3897,21752.019970971334
3904,96719.25545952766
3912,24587.516261111265
3913,79994.13474988841
3915,28904.488911179855
3916,30814.607250844485
3922,32450.15384843166
3924,18471.01594557234
3927,43546.85794579294
3930,39280.11286147763
3932,24169.41092400947
3933,23870.951005130737
3940,30877.735676732795
3945,22143.469727292733
3948,66489.2339088011
3950,43350.49482529329
3952,32187.88660362903
3957,37164.072400781704
3963,27771.33224358833
3971,23126.185384786426
3972,27475.7192908535
3974,26403.865486883584
3975,29965.933101632196
3986,37259.62124620341
3987,44683.642630146176
3992,14916.954290576887
3993,18640.523177525567
3996,27003.01715645576
3997,129404.94770516988
4006,62406.592956792345
4009,21453.017122321988
4012,20110.027452936563
4018,24547.46964096834
4020,21827.608332023556
4026,27833.887834533092
4028,17517.372024762964
4037,21828.116956197235
4038,19602.14399165068
4039,33133.14960888114
4042,70275.34984897499
4044,55194.36007622378
4045,43293.67043052489
4046,25379.627381310253
4048,83779.81844972356
4049,36496.50696303757
4051,29355.717549820336
4052,21578.916390427483
4054,22892.920513183883
4056,19004.700469743686
4061,31136.50346691921
4066,57598.86747702399
4068,27991.47671046447
4070,16190.269276279265
4072,15172.68560093777
4076,17226.95968733286
4080,32181.955808623705
4082,19498.29698098841
4083,23903.688024790077
4085,37715.23477571434
4087,33914.917613355006
4088,109677.53639185184
4091,32125.69050619336
4095,55238.13704108875
4096,41889.252967432774
4101,49361.46593818834
4102,24396.596942935023
4103,28830.179018319235
4104,45878.02169129654
4105,49286.71692825781
4106,84392.20708539052
4109,48178.39858881387
4110,39832.83922052567
4113,21253.445503461073
4119,42604.80843880144
4124,19679.89842158964
4128,17734.167154051684
4129,26235.219513651766
4132,16902.51400291201
4134,29438.926460220817
4141,43516.90878257108
4143,41262.58059592129
4144,22478.786457276175
4146,42565.70474803072
4148,18729.426891147486
4150,62371.26389800961
4151,36467.37961822025
4157,19896.40882864643
4159,32202.977902560022
4161,39775.442279725525
4166,22137.694013101518
4167,36958.63279349865
4168,17918.35633617291
4169,24671.0825140675
4172,118685.76999174428
4175,28233.669340079643
4178,104292.62601353698
4182,51827.19891011366
4183,19540.419215765436
4185,26398.16838140658
4186,22441.745000561656
4196,30934.97899719639
4199,20810.23065616644
4202,33643.1716318395
4204,26881.906070010707
4205,19605.37308512926
4208,97853.19681529376
4210,84274.45252869674
4211,40909.407221830654
4215,43282.27499553879
4216,25730.63815709044
4218,22169.51081075584
